"日期","channel_name","国家地区","newUser","activeUser","payNum","payNumWeb","payUser","activePayUser","payRate","payUserNew","payRateNew","ARPU","ARPPU","onlineTimeMin","payNumNew","payUserNew2","payNum2"
"2024-07-03(三)","googleplay","秘鲁","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","googleplay","澳大利亚","0","0","-","-","-","0","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","巴西","0","2","0","0","0","1","0%","0","0%","0","0","78.34","0","0","0"
"2024-07-03(三)","googleplay","哥伦比亚","1","2","-","-","-","-","0%","0","0%","0","-","21.42","-","-","-"
"2024-07-03(三)","AppStore","法国","1","3","2.99","0","1","2","33.33%","0","0%","1","2.99","79.16","0","0","0"
"2024-07-03(三)","googleplay","厄瓜多尔","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","googleplay","英国","0","2","-","-","-","-","0%","0","0%","0","-","84.78","-","-","-"
"2024-07-03(三)","googleplay","意大利","0","1","-","-","-","-","0%","0","0%","0","-","68.63","-","-","-"
"2024-07-03(三)","AppStore","荷兰","0","0","-","-","-","0","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","googleplay","哥斯达黎加","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","googleplay","西班牙","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","googleplay","印度","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","阿根廷","0","2","-","-","-","1","0%","0","0%","0","-","28.72","-","-","-"
"2024-07-03(三)","AppStore","柬埔寨","1","1","-","-","-","-","0%","0","0%","0","-","15.78","-","-","-"
"2024-07-03(三)","AppStore","瑞士","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","googleplay","比利时","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","西班牙","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","googleplay","乌拉圭","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","蒙古","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","印度","0","1","-","-","-","-","0%","0","0%","0","-","22.43","-","-","-"
"2024-07-03(三)","googleplay","埃及","0","1","-","-","-","-","0%","0","0%","0","-","25.77","-","-","-"
"2024-07-03(三)","googleplay","巴拿马","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","瑞典","0","1","-","-","-","0","0%","0","0%","0","-","353.33","-","-","-"
"2024-07-03(三)","googleplay","沙特阿拉伯","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","波兰","0","1","-","-","-","-","0%","0","0%","0","-","262.73","-","-","-"
"2024-07-03(三)","googleplay","危地马拉","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","巴拉圭","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","googleplay","土耳其","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","多米尼加共和国","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","googleplay","匈牙利","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","缅甸","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","南非","1","1","-","-","-","-","0%","0","0%","0","-","24.52","-","-","-"
"2024-07-03(三)","AppStore","尼泊尔","0","1","-","-","-","-","0%","0","0%","0","-","39.02","-","-","-"
"2024-07-03(三)","AppStore","阿联酋","0","0","0","0","0","0","0%","0","0%","0","0","0","0","0","0"
"2024-07-03(三)","googleplay","波兰","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","googleplay","巴拉圭","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","法属波利尼西亚","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","googleplay","巴哈马","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","googleplay","柬埔寨","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","克罗地亚","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","哥斯达黎加","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","googleplay","阿尔及利亚","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","老挝","0","1","-","-","-","-","0%","0","0%","0","-","53.75","-","-","-"
"2024-07-03(三)","AppStore","墨西哥","1","1","-","-","-","-","0%","0","0%","0","-","49.38","-","-","-"
"2024-07-03(三)","AppStore","丹麦","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","伊拉克","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","googleplay","乌克兰","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","googleplay","白俄罗斯","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","芬兰","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","googleplay","玻利维亚","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","摩洛哥","0","0","-","-","-","0","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","googleplay","荷兰","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","googleplay","以色列","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","摩尔多瓦","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","googleplay","阿联酋","0","0","0","0","0","0","0%","0","0%","0","0","0","0","0","0"
"2024-07-03(三)","AppStore","英属维尔京群岛","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","googleplay","斯里兰卡","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","意大利","0","0","-","-","-","0","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","googleplay","新西兰","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","googleplay","缅甸","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","葡萄牙","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","挪威","1","1","-","-","-","-","0%","0","0%","0","-","30.97","-","-","-"
"2024-07-03(三)","googleplay","伊朗","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","googleplay","洪都拉斯","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-03(三)","googleplay","伊拉克","1","1","-","-","-","-","0%","0","0%","0","-","26","-","-","-"
"2024-07-03(三)","AppStore","马耳他","-","0","-","-","-","0","0%","0","-","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","关岛","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","希腊","-","0","0","0","0","0","0%","0","-","0","0","0","0","0","0"
"2024-07-03(三)","googleplay","关岛","-","0","-","-","-","0","0%","0","-","0","-","0","-","-","-"
"2024-07-03(三)","googleplay","卡塔尔","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","卡塔尔","-","0","-","-","-","0","0%","0","-","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","白俄罗斯","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","阿塞拜疆","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-03(三)","googleplay","摩洛哥","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","北马里亚纳群岛","-","1","-","-","-","-","0%","0","-","0","-","5.12","-","-","-"
"2024-07-03(三)","AppStore","爱尔兰","-","2","0","0","0","0","0%","0","-","0","0","37.52","0","0","0"
"2024-07-03(三)","googleplay","南非","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","比利时","-","0","-","-","-","0","0%","0","-","0","-","0","-","-","-"
"2024-07-03(三)","AppStore","土耳其","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","日本","5,042","29,587","23,747.17","0","1,507","6,630","5.09%","159","3.09%","0.8","15.76","77.88","2,493.67","301","4,417.03"
"2024-07-04(四)","googleplay","日本","1,826","7,426","8,454.01","0","507","1,750","6.83%","76","4.12%","1.14","16.67","80.66","1,187.34","93","700.26"
"2024-07-04(四)","AppStore","中国","30","122","46.84","0","7","24","5.74%","3","9.38%","0.38","6.69","110.29","19.94","2","5.98"
"2024-07-04(四)","googleplay","中国","9","32","28.95","0","3","7","9.38%","1","10%","0.9","9.65","95.74","20.97","1","20.97"
"2024-07-04(四)","AppStore","美国","8","25","99.96","0","1","6","4%","0","0%","4","99.96","66.31","0","0","0"
"2024-07-04(四)","googleplay","越南","1","4","-","-","-","-","0%","0","0%","0","-","151.2","-","-","-"
"2024-07-04(四)","googleplay","韩国","2","5","2.99","0","1","1","20%","0","0%","0.6","2.99","75.98","0","0","0"
"2024-07-04(四)","googleplay","泰国","1","3","0","0","0","0","0%","0","0%","0","0","20.59","0","0","0"
"2024-07-04(四)","AppStore","越南","1","15","2.99","0","1","2","6.67%","0","0%","0.2","2.99","75.5","0","0","0"
"2024-07-04(四)","googleplay","马来西亚","1","2","0","0","0","0","0%","0","0%","0","0","48.91","0","0","0"
"2024-07-04(四)","googleplay","美国","0","1","-","-","-","0","0%","0","0%","0","-","226.77","-","-","-"
"2024-07-04(四)","AppStore","加拿大","2","6","0","0","0","0","0%","0","0%","0","0","79.18","0","0","0"
"2024-07-04(四)","AppStore","泰国","2","7","11.97","0","1","2","14.29%","0","0%","1.71","11.97","79.85","0","0","0"
"2024-07-04(四)","AppStore","韩国","2","4","0","0","0","0","0%","0","0%","0","0","28.67","0","0","0"
"2024-07-04(四)","googleplay","印度尼西亚","1","2","0","0","0","0","0%","0","0%","0","-","30.51","0","0","0"
"2024-07-04(四)","AppStore","澳大利亚","2","6","0","0","0","0","0%","0","0%","0","0","126.61","0","0","0"
"2024-07-04(四)","googleplay","俄罗斯","0","2","-","-","-","-","0%","0","0%","0","-","10.55","-","-","-"
"2024-07-04(四)","AppStore","马来西亚","1","8","0","0","0","3","0%","0","0%","0","0","69.77","0","0","0"
"2024-07-04(四)","AppStore","英国","0","7","0","0","0","3","0%","0","0%","0","0","130.79","0","0","0"
"2024-07-04(四)","googleplay","墨西哥","1","4","0","0","0","0","0%","0","0%","0","0","90.48","0","0","0"
"2024-07-04(四)","googleplay","新加坡","1","2","-","-","-","-","0%","0","0%","0","-","50.56","-","-","-"
"2024-07-04(四)","googleplay","巴西","0","2","-","-","-","-","0%","0","0%","0","-","53.75","-","-","-"
"2024-07-04(四)","AppStore","新加坡","1","5","0","0","0","1","0%","0","0%","0","0","29.33","0","0","0"
"2024-07-04(四)","AppStore","菲律宾","3","3","-","-","-","0","0%","0","0%","0","-","14.72","-","-","-"
"2024-07-04(四)","googleplay","加拿大","1","2","-","-","-","-","0%","0","0%","0","-","25.41","-","-","-"
"2024-07-04(四)","AppStore","新西兰","0","3","-","-","-","-","0%","0","0%","0","-","33.78","-","-","-"
"2024-07-04(四)","googleplay","法国","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","googleplay","多米尼加共和国","0","1","-","-","-","-","0%","0","0%","0","-","35.23","-","-","-"
"2024-07-04(四)","googleplay","智利","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","googleplay","德国","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","俄罗斯","0","1","-","-","-","-","0%","0","0%","0","-","64.47","-","-","-"
"2024-07-04(四)","googleplay","阿根廷","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","德国","0","4","0","0","0","1","0%","0","0%","0","0","123.61","0","0","0"
"2024-07-04(四)","googleplay","菲律宾","0","2","0","0","0","0","0%","0","0%","0","0","52.9","0","0","0"
"2024-07-04(四)","AppStore","印度尼西亚","0","4","19.99","0","1","1","25%","0","0%","5","19.99","99.72","0","0","0"
"2024-07-04(四)","googleplay","秘鲁","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","googleplay","澳大利亚","0","1","-","-","-","0","0%","0","0%","0","-","101.4","-","-","-"
"2024-07-04(四)","AppStore","巴西","0","2","0","0","0","1","0%","0","0%","0","0","24.18","0","0","0"
"2024-07-04(四)","googleplay","哥伦比亚","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","法国","0","2","0","0","0","1","0%","0","0%","0","0","65.41","0","0","0"
"2024-07-04(四)","googleplay","厄瓜多尔","2","3","-","-","-","-","0%","0","0%","0","-","14.95","-","-","-"
"2024-07-04(四)","googleplay","英国","0","1","-","-","-","-","0%","0","0%","0","-","77.45","-","-","-"
"2024-07-04(四)","googleplay","意大利","0","1","-","-","-","-","0%","0","0%","0","-","21.63","-","-","-"
"2024-07-04(四)","AppStore","荷兰","0","0","-","-","-","0","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","googleplay","哥斯达黎加","1","1","-","-","-","-","0%","0","0%","0","-","41.22","-","-","-"
"2024-07-04(四)","googleplay","西班牙","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","googleplay","印度","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","阿根廷","0","0","-","-","-","0","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","柬埔寨","0","1","-","-","-","-","0%","0","0%","0","-","17.07","-","-","-"
"2024-07-04(四)","AppStore","瑞士","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","googleplay","比利时","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","西班牙","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","googleplay","乌拉圭","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","蒙古","1","1","-","-","-","-","0%","0","0%","0","-","181.77","-","-","-"
"2024-07-04(四)","AppStore","印度","0","1","-","-","-","-","0%","0","0%","0","-","9.9","-","-","-"
"2024-07-04(四)","googleplay","埃及","0","1","-","-","-","-","0%","0","0%","0","-","67.85","-","-","-"
"2024-07-04(四)","googleplay","巴拿马","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","瑞典","0","1","-","-","-","0","0%","0","0%","0","-","291.67","-","-","-"
"2024-07-04(四)","googleplay","沙特阿拉伯","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","波兰","0","1","-","-","-","-","0%","0","0%","0","-","145.9","-","-","-"
"2024-07-04(四)","googleplay","危地马拉","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","巴拉圭","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","googleplay","土耳其","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","多米尼加共和国","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","googleplay","匈牙利","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","缅甸","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","南非","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","尼泊尔","0","1","-","-","-","-","0%","0","0%","0","-","34.98","-","-","-"
"2024-07-04(四)","AppStore","阿联酋","0","0","0","0","0","0","0%","0","0%","0","0","0","0","0","0"
"2024-07-04(四)","googleplay","波兰","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","googleplay","巴拉圭","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","法属波利尼西亚","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","googleplay","巴哈马","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","googleplay","柬埔寨","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","克罗地亚","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","哥斯达黎加","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","googleplay","阿尔及利亚","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","老挝","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","墨西哥","0","1","-","-","-","-","0%","0","0%","0","-","61.07","-","-","-"
"2024-07-04(四)","AppStore","丹麦","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","伊拉克","0","1","-","-","-","-","0%","0","0%","0","-","37.37","-","-","-"
"2024-07-04(四)","googleplay","乌克兰","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","googleplay","白俄罗斯","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","芬兰","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","googleplay","玻利维亚","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","摩洛哥","0","0","-","-","-","0","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","googleplay","荷兰","1","1","-","-","-","-","0%","0","0%","0","-","17.3","-","-","-"
"2024-07-04(四)","googleplay","以色列","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","摩尔多瓦","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","googleplay","阿联酋","0","0","0","0","0","0","0%","0","0%","0","0","0","0","0","0"
"2024-07-04(四)","AppStore","英属维尔京群岛","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","googleplay","斯里兰卡","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","意大利","0","0","-","-","-","0","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","googleplay","新西兰","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","googleplay","缅甸","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","葡萄牙","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","挪威","0","1","-","-","-","-","0%","0","0%","0","-","91.38","-","-","-"
"2024-07-04(四)","googleplay","伊朗","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","googleplay","洪都拉斯","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","googleplay","伊拉克","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","马耳他","-","0","-","-","-","0","0%","0","-","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","关岛","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","希腊","-","0","0","0","0","0","0%","0","-","0","0","0","0","0","0"
"2024-07-04(四)","googleplay","关岛","-","0","-","-","-","0","0%","0","-","0","-","0","-","-","-"
"2024-07-04(四)","googleplay","卡塔尔","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","卡塔尔","-","0","-","-","-","0","0%","0","-","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","白俄罗斯","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","阿塞拜疆","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-04(四)","googleplay","摩洛哥","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","北马里亚纳群岛","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","爱尔兰","-","2","0","0","0","0","0%","0","-","0","0","14.9","0","0","0"
"2024-07-04(四)","googleplay","南非","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","比利时","-","0","-","-","-","0","0%","0","-","0","-","0","-","-","-"
"2024-07-04(四)","AppStore","土耳其","-","0","-","-","-","-","0%","0","-","0","-","0","-","-","-"
"2024-07-05(五)","AppStore","日本","3,901","28,179","20,873.18","0","1,368","6,540","4.85%","112","2.8%","0.74","15.26","77.53","1,701.73","246","4,382.05"
"2024-07-05(五)","googleplay","日本","2,011","7,611","7,565.78","0","453","1,799","5.95%","58","2.86%","0.99","16.7","79.16","889.8","76","981.49"
"2024-07-05(五)","AppStore","中国","35","130","56.86","0","5","21","3.85%","0","0%","0.44","11.37","94.76","0","2","4.97"
"2024-07-05(五)","googleplay","中国","13","40","46.9","0","6","11","15%","1","7.14%","1.17","7.82","88.13","2.99","1","2.99"
"2024-07-05(五)","AppStore","美国","2","21","4.96","0","1","4","4.76%","0","0%","0.24","4.96","89.66","0","0","0"
"2024-07-05(五)","googleplay","越南","9","15","-","-","-","-","0%","0","0%","0","-","46.84","-","-","-"
"2024-07-05(五)","googleplay","韩国","2","6","0","0","0","1","0%","0","0%","0","0","108.44","0","0","0"
"2024-07-05(五)","googleplay","泰国","3","5","0","0","0","0","0%","0","0%","0","0","34.35","0","0","0"
"2024-07-05(五)","AppStore","越南","2","13","0","0","0","2","0%","0","0%","0","0","83.03","0","0","0"
"2024-07-05(五)","googleplay","马来西亚","1","3","0","0","0","0","0%","0","0%","0","0","24.19","0","0","0"
"2024-07-05(五)","googleplay","美国","0","3","-","-","-","0","0%","0","0%","0","-","46.69","-","-","-"
"2024-07-05(五)","AppStore","加拿大","3","7","0","0","0","0","0%","0","0%","0","0","73.56","0","0","0"
"2024-07-05(五)","AppStore","泰国","1","7","0","0","0","1","0%","0","0%","0","0","100.42","0","0","0"
"2024-07-05(五)","AppStore","韩国","1","7","0","0","0","1","0%","0","0%","0","0","18.6","0","0","0"
"2024-07-05(五)","googleplay","印度尼西亚","1","3","0","0","0","0","0%","0","0%","0","-","27.74","0","0","0"
"2024-07-05(五)","AppStore","澳大利亚","1","6","0","0","0","0","0%","0","0%","0","0","105.68","0","0","0"
"2024-07-05(五)","googleplay","俄罗斯","0","1","-","-","-","-","0%","0","0%","0","-","55.62","-","-","-"
"2024-07-05(五)","AppStore","马来西亚","0","5","0","0","0","1","0%","0","0%","0","0","53.59","0","0","0"
"2024-07-05(五)","AppStore","英国","0","7","0","0","0","3","0%","0","0%","0","0","179.75","0","0","0"
"2024-07-05(五)","googleplay","墨西哥","1","3","0","0","0","0","0%","0","0%","0","0","83.13","0","0","0"
"2024-07-05(五)","googleplay","新加坡","1","2","-","-","-","-","0%","0","0%","0","-","193.08","-","-","-"
"2024-07-05(五)","googleplay","巴西","0","1","-","-","-","-","0%","0","0%","0","-","40.08","-","-","-"
"2024-07-05(五)","AppStore","新加坡","1","4","0","0","0","1","0%","0","0%","0","0","52.98","0","0","0"
"2024-07-05(五)","AppStore","菲律宾","1","2","-","-","-","0","0%","0","0%","0","-","38.86","-","-","-"
"2024-07-05(五)","googleplay","加拿大","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-05(五)","AppStore","新西兰","0","2","-","-","-","-","0%","0","0%","0","-","118.32","-","-","-"
"2024-07-05(五)","googleplay","法国","1","2","-","-","-","-","0%","0","0%","0","-","17.99","-","-","-"
"2024-07-05(五)","googleplay","多米尼加共和国","0","1","-","-","-","-","0%","0","0%","0","-","157.8","-","-","-"
"2024-07-05(五)","googleplay","智利","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-05(五)","googleplay","德国","0","1","-","-","-","-","0%","0","0%","0","-","8.23","-","-","-"
"2024-07-05(五)","AppStore","俄罗斯","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-05(五)","googleplay","阿根廷","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-05(五)","AppStore","德国","0","3","0","0","0","1","0%","0","0%","0","0","137.39","0","0","0"
"2024-07-05(五)","googleplay","菲律宾","0","0","0","0","0","0","0%","0","0%","0","0","0","0","0","0"
"2024-07-05(五)","AppStore","印度尼西亚","0","2","0","0","0","0","0%","0","0%","0","0","86","0","0","0"
"2024-07-05(五)","googleplay","秘鲁","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-05(五)","googleplay","澳大利亚","1","2","-","-","-","0","0%","0","0%","0","-","53.13","-","-","-"
"2024-07-05(五)","AppStore","巴西","0","0","0","0","0","0","0%","0","0%","0","0","0","0","0","0"
"2024-07-05(五)","googleplay","哥伦比亚","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-05(五)","AppStore","法国","0","1","0","0","0","1","0%","0","0%","0","0","117.47","0","0","0"
"2024-07-05(五)","googleplay","厄瓜多尔","0","1","-","-","-","-","0%","0","0%","0","-","17.97","-","-","-"
"2024-07-05(五)","googleplay","英国","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-05(五)","googleplay","意大利","0","1","-","-","-","-","0%","0","0%","0","-","69.6","-","-","-"
"2024-07-05(五)","AppStore","荷兰","0","0","-","-","-","0","0%","0","0%","0","-","0","-","-","-"
"2024-07-05(五)","googleplay","哥斯达黎加","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-05(五)","googleplay","西班牙","1","1","-","-","-","-","0%","0","0%","0","-","76","-","-","-"
"2024-07-05(五)","googleplay","印度","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-05(五)","AppStore","阿根廷","0","0","-","-","-","0","0%","0","0%","0","-","0","-","-","-"
"2024-07-05(五)","AppStore","柬埔寨","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-05(五)","AppStore","瑞士","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-05(五)","googleplay","比利时","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-05(五)","AppStore","西班牙","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-05(五)","googleplay","乌拉圭","0","0","-","-","-","-","0%","0","0%","0","-","0","-","-","-"
"2024-07-05(五)","AppStore","蒙古","0","1","-","-","-","-","0%","0","0%","0","-","83.18","-","-","-"
